격분한,"['anger', '0.964']" 
신뢰할 수 있는,"['trust', '0.773']"
정직한,"['trust', '0.844']"
정직,"['trust', '0.844']"
명예,"['trust', '0.844']"
진실,"['trust', '0.844']"
거짓말 안하는,"['trust', '0.836']"
신뢰하는,"['trust', '0.836']"
형제간,"['trust', '0.820']"
맡기다,"['trust', '0.812']"
저지른,"['trust', '0.805']"
청렴,"['trust', '0.805']"
충의,"['trust', '0.805']"
영예로운,"['trust', '0.805']"
믿을 수 있음,"['trust', '0.805']"
믿음,"['trust', '0.805']"
충실한,"['trust', '0.797']"
성실한,"['trust', '0.750']"
책임있는,"['trust', '0.789']"
공동,"['trust', '0.789']"
지혜,"['trust', '0.789']"
맹세,"['trust', '0.781']"
확인,"['trust', '0.734']"
협력적인,"['trust', '0.781']"
상당한,"['trust', '0.773']"
영웅,"['trust', '0.773']"
여성 단체,"['trust', '0.773']"
약속,"['trust', '0.773']"
확인 된,"['trust', '0.680']"
자격 있는,"['trust', '0.766']"
존경받는,"['trust', '0.719']"
입증,"['trust', '0.766']"
측은히 여김,"['trust', '0.759']"
평판이 좋은,"['trust', '0.758']"
보관,"['trust', '0.461']"
신뢰할 수 있음,"['trust', '0.758']"
사기,"['trust', '0.758']"
애정,"['trust', '0.484']"
승인,"['trust', '0.617']"
안정된,"['trust', '0.750']"
친구,"['trust', '0.750']"
능력,"['trust', '0.648']"
충성스러운,"['trust', '0.750']"
동맹국,"['trust', '0.750']"
보호,"['trust', '0.734']"
동반자,"['trust', '0.750']"
조언받은,"['trust', '0.750']"
진정한,"['trust', '0.750']"
존경,"['trust', '0.750']"
자유,"['trust', '0.547']"
입증 된,"['trust', '0.742']"
인사,"['trust', '0.742']"
신앙,"['trust', '0.742']"
건강한,"['trust', '0.742']"
진심 어린,"['trust', '0.734']"
통일,"['trust', '0.734']"
안심,"['trust', '0.734']"
훌륭한,"['trust', '0.609']"
보관 위원,"['trust', '0.734']"
서포터,"['trust', '0.734']"
예의 바른,"['trust', '0.625']"
동맹,"['trust', '0.727']"
평등,"['trust', '0.727']"
우정,"['trust', '0.703']"
협정,"['trust', '0.727']"
것,"['trust', '0.727']"
자신감,"['trust', '0.727']"
믿는,"['trust', '0.727']"
우수,"['trust', '0.727']"
신임장,"['trust', '0.727']"
근사,"['trust', '0.719']"
인증하다,"['trust', '0.719']"
지성,"['trust', '0.719']"
덕,"['trust', '0.719']"
덕 있는,"['trust', '0.719']"
혈연,"['trust', '0.719']"
자비로운,"['trust', '0.711']"
봉납,"['trust', '0.711']"
보증,"['trust', '0.617']"
협력,"['trust', '0.711']"
신용할만한,"['trust', '0.711']"
일관성,"['trust', '0.711']"
충성,"['trust', '0.711']"
협력하는,"['trust', '0.711']"
똑바로,"['trust', '0.578']"
결심,"['trust', '0.711']"
정의,"['trust', '0.711']"
성역,"['trust', '0.703']"
양육,"['trust', '0.703']"
순진한,"['trust', '0.703']"
감탄하다,"['trust', '0.703']"
도덕,"['trust', '0.703']"
준비된,"['trust', '0.703']"
신뢰할 수있는,"['trust', '0.703']"
멘토르,"['trust', '0.703']"
후견,"['trust', '0.469']"
성취 된,"['trust', '0.703']"
숭경,"['trust', '0.703']"
증명,"['trust', '0.664']"
감탄,"['trust', '0.703']"
어머니,"['trust', '0.703']"
보호 된,"['trust', '0.703']"
결혼,"['trust', '0.648']"
잘 만들어진,"['trust', '0.695']"
불멸의,"['trust', '0.695']"
보호자,"['trust', '0.680']"
책임감있는,"['trust', '0.695']"
용기,"['trust', '0.695']"
친위대,"['trust', '0.695']"
기분 좋은,"['trust', '0.695']"
과학자,"['trust', '0.695']"
결연한,"['trust', '0.695']"
인정 많은,"['trust', '0.695']"
인도 주의적,"['trust', '0.695']"
승인하는,"['trust', '0.695']"
단합 된,"['trust', '0.695']"
계약,"['trust', '0.672']"
인증 된,"['trust', '0.695']"
수신,"['trust', '0.695']"
존중,"['trust', '0.688']"
안전한,"['trust', '0.672']"
완전,"['trust', '0.688']"
지도,"['trust', '0.688']"
유능한,"['trust', '0.688']"
확실성,"['trust', '0.688']"
정당한,"['trust', '0.688']"
인류,"['trust', '0.688']"
견고,"['trust', '0.586']"
고문,"['trust', '0.688']"
서약,"['trust', '0.688']"
믿었다,"['trust', '0.688']"
이해,"['trust', '0.688']"
일부일처,"['trust', '0.688']"
전문적 지식,"['trust', '0.680']"
외교의,"['trust', '0.680']"
기밀,"['trust', '0.680']"
기대,"['trust', '0.680']"
동의하다,"['trust', '0.680']"
근민,"['trust', '0.680']"
공무원,"['trust', '0.680']"
긍정하다,"['trust', '0.680']"
나누어 떨어지지 않는,"['trust', '0.680']"
할아버지,"['trust', '0.680']"
겸손한,"['trust', '0.570']"
옹호,"['trust', '0.500']"
연상,"['trust', '0.680']"
선량,"['trust', '0.680']"
일으키게 하다,"['trust', '0.680']"
승인하다,"['trust', '0.680']"
신의를 표하다,"['trust', '0.680']"
직업적인,"['trust', '0.680']"
정통,"['trust', '0.680']"
리더,"['trust', '0.680']"
수락,"['trust', '0.680']"
자비심,"['trust', '0.672']"
존엄,"['trust', '0.672']"
조화롭게,"['trust', '0.672']"
지배,"['trust', '0.422']"
흔들리지 않는,"['trust', '0.672']"
공인 된,"['trust', '0.672']"
치료,"['trust', '0.672']"
백과 사전,"['trust', '0.672']"
거룩하게하다,"['trust', '0.672']"
결합력 있는,"['trust', '0.672']"
결점없는,"['trust', '0.664']"
지적인,"['trust', '0.672']"
장점,"['trust', '0.664']"
긍정의,"['trust', '0.664']"
영적인,"['trust', '0.664']"
대변자,"['trust', '0.664']"
팀,"['trust', '0.664']"
과장된 어조,"['trust', '0.664']"
소통하다,"['trust', '0.664']"
제자,"['trust', '0.664']"
전문가,"['trust', '0.500']"
능숙한,"['trust', '0.664']"
대사,"['trust', '0.664']"
받아 들인다,"['trust', '0.664']"
지원,"['trust', '0.664']"
신뢰,"['trust', '0.664']"
권위,"['trust', '0.664']"
책임,"['trust', '0.664']"
안내서,"['trust', '0.445']"
이행,"['trust', '0.664']"
강하게 하는 것,"['trust', '0.661']"
익숙한,"['trust', '0.656']"
사리,"['trust', '0.656']"
이루다,"['trust', '0.656']"
구조,"['trust', '0.656']"
확고부동 한,"['trust', '0.656']"
유리한,"['trust', '0.656']"
조언,"['trust', '0.617']"
관계,"['trust', '0.656']"
과학적,"['trust', '0.656']"
신사,"['trust', '0.656']"
힘,"['trust', '0.656']"
장로,"['trust', '0.656']"
신성한 것,"['trust', '0.656']"
우수한,"['trust', '0.656']"
진보,"['trust', '0.656']"
불변,"['trust', '0.656']"
변호받은,"['trust', '0.656']"
의지하다,"['trust', '0.648']"
영웅적 자질,"['trust', '0.648']"
평화로운,"['trust', '0.648']"
확실히,"['trust', '0.648']"
동료,"['trust', '0.555']"
참사관,"['trust', '0.570']"
성공한,"['trust', '0.648']"
보호적인,"['trust', '0.648']"
성자,"['trust', '0.648']"
조화,"['trust', '0.648']"
고귀한,"['trust', '0.539']"
영감,"['trust', '0.648']"
학생,"['trust', '0.648']"
돕다,"['trust', '0.594']"
동의했다,"['trust', '0.648']"
받치다,"['trust', '0.648']"
사랑스러운,"['trust', '0.648']"
타당한,"['trust', '0.648']"
연대,"['trust', '0.648']"
가치 있는,"['trust', '0.586']"
내구성,"['trust', '0.641']"
공존하다,"['trust', '0.641']"
보증하다,"['trust', '0.508']"
세우다,"['trust', '0.641']"
후원자,"['trust', '0.500']"
주요한,"['trust', '0.570']"
사랑하는,"['trust', '0.641']"
선생,"['trust', '0.641']"
사법부,"['trust', '0.641']"
양심적 인,"['trust', '0.641']"
자신,"['trust', '0.641']"
적법한,"['trust', '0.641']"
안수받은,"['trust', '0.641']"
챔피언,"['trust', '0.641']"
단일성,"['trust', '0.641']"
종류,"['trust', '0.641']"
신용,"['trust', '0.516']"
레알,"['trust', '0.641']"
의사,"['trust', '0.641']"
친밀한,"['trust', '0.634']"
유망한,"['trust', '0.633']"
꿋꿋함,"['trust', '0.633']"
내과 의사,"['trust', '0.633']"
형제,"['trust', '0.633']"
포부,"['trust', '0.633']"
설득력 있는,"['trust', '0.633']"
신성화,"['trust', '0.633']"
경의,"['trust', '0.633']"
용기 있는,"['trust', '0.633']"
건강,"['trust', '0.633']"
합법성,"['trust', '0.633']"
지지하다,"['trust', '0.633']"
충실도,"['trust', '0.633']"
신을 하다,"['trust', '0.633']"
사법의,"['trust', '0.633']"
중대한,"['trust', '0.633']"
신성한,"['trust', '0.633']"
양심,"['trust', '0.633']"
학의,"['trust', '0.633']"
권한을 부여하다,"['trust', '0.633']"
경건의,"['trust', '0.633']"
연습 한,"['trust', '0.633']"
등뼈,"['trust', '0.633']"
승인 된,"['trust', '0.633']"
분명한,"['trust', '0.539']"
북돋우다,"['trust', '0.625']"
돌보는 사람,"['trust', '0.625']"
관련,"['trust', '0.500']"
천사,"['trust', '0.625']"
바쁜,"['trust', '0.625']"
축복,"['trust', '0.609']"
교수,"['trust', '0.500']"
위엄 있는,"['trust', '0.625']"
통신,"['trust', '0.625']"
정화하다,"['trust', '0.625']"
권한 부여,"['trust', '0.625']"
성취,"['trust', '0.625']"
소방수,"['trust', '0.625']"
증명하다,"['trust', '0.625']"
깊은,"['trust', '0.625']"
정확한,"['trust', '0.625']"
자신 있는,"['trust', '0.625']"
양성,"['trust', '0.625']"
좋은,"['trust', '0.617']"
사면,"['trust', '0.617']"
기리다,"['trust', '0.617']"
소중히 하다,"['trust', '0.617']"
기본적인,"['trust', '0.617']"
목표,"['trust', '0.617']"
낙천주의,"['trust', '0.617']"
성서,"['trust', '0.617']"
자질,"['trust', '0.594']"
항구,"['trust', '0.492']"
여걸,"['trust', '0.617']"
끊임없이,"['trust', '0.617']"
감사,"['trust', '0.555']"
의기 양양한,"['trust', '0.617']"
일치,"['trust', '0.484']"
안심시키다,"['trust', '0.617']"
휴전,"['trust', '0.617']"
인정 있는,"['trust', '0.617']"
가르치다,"['trust', '0.617']"
하나님,"['trust', '0.617']"
확증하다,"['trust', '0.617']"
신자,"['trust', '0.617']"
아무렇지도 않은,"['trust', '0.617']"
친절한,"['trust', '0.617']"
복음,"['trust', '0.617']"
근본적인,"['trust', '0.617']"
계획,"['trust', '0.617']"
이성적인,"['trust', '0.617']"
열렬한,"['trust', '0.617']"
행복,"['trust', '0.609']"
안저지,"['trust', '0.609']"
칭찬,"['trust', '0.484']"
결정적인,"['trust', '0.461']"
사려 깊은,"['trust', '0.609']"
경전,"['trust', '0.609']"
고치다,"['trust', '0.609']"
기특한,"['trust', '0.609']"
청지기,"['trust', '0.609']"
인식,"['trust', '0.609']"
장교,"['trust', '0.609']"
정화,"['trust', '0.609']"
뛰어나다,"['trust', '0.609']"
문명,"['trust', '0.609']"
기호,"['trust', '0.609']"
위로,"['trust', '0.609']"
웅대,"['trust', '0.609']"
공증인,"['trust', '0.609']"
진행,"['trust', '0.609']"
중재인,"['trust', '0.438']"
권하다,"['trust', '0.570']"
용감한,"['trust', '0.602']"
경험있는,"['trust', '0.602']"
확고한,"['trust', '0.602']"
계발,"['trust', '0.602']"
닦다,"['trust', '0.602']"
다하다,"['trust', '0.602']"
증거,"['trust', '0.602']"
겸손,"['trust', '0.602']"
교감 신경,"['trust', '0.602']"
도움이되는,"['trust', '0.602']"
대칭,"['trust', '0.602']"
나무랄 데 없는,"['trust', '0.602']"
평화,"['trust', '0.602']"
초월,"['trust', '0.602']"
평온,"['trust', '0.594']"
포옹,"['trust', '0.523']"
영감을 얻은,"['trust', '0.602']"
대대적 인,"['trust', '0.602']"
무조건적인,"['trust', '0.602']"
경비가있는,"['trust', '0.602']"
식별하다,"['trust', '0.602']"
얻다,"['trust', '0.594']"
부여,"['trust', '0.594']"
의존하다,"['trust', '0.594']"
무료,"['trust', '0.594']"
배우자,"['trust', '0.414']"
자지 않고 지키는,"['trust', '0.594']"
내각,"['trust', '0.438']"
꽤,"['trust', '0.594']"
박애주의,"['trust', '0.594']"
공공연히,"['trust', '0.594']"
풍부한,"['trust', '0.594']"
강하게 하다,"['trust', '0.594']"
구체화하다,"['trust', '0.594']"
칭찬받는,"['trust', '0.594']"
해군 대장,"['trust', '0.594']"
섭정,"['trust', '0.594']"
세이지,"['trust', '0.594']"
평가,"['trust', '0.594']"
밝히다,"['trust', '0.539']"
저명,"['trust', '0.594']"
실력 있는,"['trust', '0.594']"
간호사,"['trust', '0.594']"
공상가,"['trust', '0.594']"
관대,"['trust', '0.594']"
각성,"['trust', '0.594']"
이사회,"['trust', '0.594']"
연인,"['trust', '0.477']"
증언하다,"['trust', '0.586']"
명성,"['trust', '0.273']"
고요한,"['trust', '0.586']"
다함 없는,"['trust', '0.586']"
고백,"['trust', '0.516']"
체크리스트,"['trust', '0.586']"
계승,"['trust', '0.586']"
수도사,"['trust', '0.586']"
경건한,"['trust', '0.500']"
응낙,"['trust', '0.586']"
뿌리 박은,"['trust', '0.586']"
헌법상의,"['trust', '0.586']"
보존,"['trust', '0.586']"
조례,"['trust', '0.586']"
돕는 사람,"['trust', '0.586']"
즐거운,"['trust', '0.586']"
공동으로,"['trust', '0.586']"
환호,"['trust', '0.586']"
외교,"['trust', '0.586']"
교육적인,"['trust', '0.586']"
농업,"['trust', '0.586']"
몫,"['trust', '0.586']"
즐기는,"['trust', '0.586']"
납득시키다,"['trust', '0.578']"
지정,"['trust', '0.586']"
부족,"['trust', '0.586']"
승리,"['trust', '0.523']"
장엄한,"['trust', '0.586']"
아름다운,"['trust', '0.586']"
선임 순위,"['trust', '0.586']"
천사의,"['trust', '0.586']"
큰 뜻,"['trust', '0.586']"
아버지,"['trust', '0.586']"
항해사,"['trust', '0.586']"
맑은 정신,"['trust', '0.586']"
숭배하다,"['trust', '0.586']"
대리자,"['trust', '0.586']"
항해자,"['trust', '0.578']"
지키는 개,"['trust', '0.578']"
복종하다,"['trust', '0.578']"
쾌활함,"['trust', '0.578']"
초대하다,"['trust', '0.578']"
판사,"['trust', '0.578']"
반박 할 수없는,"['trust', '0.578']"
박애주 의자,"['trust', '0.578']"
꼼꼼한,"['trust', '0.578']"
친교,"['trust', '0.578']"
공존하는,"['trust', '0.578']"
불편 부당,"['trust', '0.578']"
문제시 되지 않는,"['trust', '0.578']"
권위 있는,"['trust', '0.578']"
구조의,"['trust', '0.578']"
미소,"['trust', '0.578']"
사령관,"['trust', '0.578']"
의무적 인,"['trust', '0.578']"
피난처,"['trust', '0.578']"
회복,"['trust', '0.539']"
경앙하다,"['trust', '0.578']"
합법화 된,"['trust', '0.578']"
시간을 정하다,"['trust', '0.570']"
보어,"['trust', '0.570']"
보강 증거,"['trust', '0.570']"
더럽지 않은,"['trust', '0.570']"
상대적인,"['trust', '0.570']"
사도,"['trust', '0.570']"
연결어,"['trust', '0.570']"
안전하게 하다,"['trust', '0.570']"
그럴듯한,"['trust', '0.570']"
찾다,"['trust', '0.570']"
정확히 잰,"['trust', '0.570']"
조종사,"['trust', '0.570']"
협력자,"['trust', '0.570']"
의식,"['trust', '0.570']"
나침반,"['trust', '0.570']"
영구,"['trust', '0.570']"
고착하는,"['trust', '0.570']"
한정된,"['trust', '0.570']"
천국 같은,"['trust', '0.570']"
풍부,"['trust', '0.570']"
기혼 여성,"['trust', '0.570']"
명백한,"['trust', '0.570']"
자원 봉사자,"['trust', '0.570']"
유래,"['trust', '0.570']"
의심 할 여지없이,"['trust', '0.570']"
적절한,"['trust', '0.562']"
독실한,"['trust', '0.562']"
치료할 수 있는,"['trust', '0.562']"
통찰력,"['trust', '0.562']"
회중,"['trust', '0.562']"
들이다,"['trust', '0.562']"
쾌적한,"['trust', '0.562']"
원기 왕성한,"['trust', '0.562']"
요새,"['trust', '0.461']"
주목할 만한,"['trust', '0.523']"
함유량,"['trust', '0.562']"
티 없는,"['trust', '0.562']"
융기,"['trust', '0.562']"
보상하다,"['trust', '0.562']"
사랑 만들기,"['trust', '0.562']"
배심,"['trust', '0.562']"
법학자,"['trust', '0.562']"
달래는,"['trust', '0.562']"
안수식,"['trust', '0.562']"
응집력,"['trust', '0.562']"
솔직,"['trust', '0.562']"
강한,"['trust', '0.523']"
기적,"['trust', '0.562']"
박수 갈채하는,"['trust', '0.562']"
상,"['trust', '0.562']"
사도의,"['trust', '0.562']"
성공하는,"['trust', '0.562']"
활력,"['trust', '0.562']"
귀중품 보관자,"['trust', '0.562']"
구하다,"['trust', '0.562']"
벌다,"['trust', '0.562']"
산파,"['trust', '0.555']"
신중,"['trust', '0.555']"
예배,"['trust', '0.555']"
일정한,"['trust', '0.555']"
